playerId,name,team,position,toi,gamesPlayed,fantasyPoints,FPP60,FPPG,missedGames,gamesRemaining,fantasyPointsRemain,fullName,birthDate,shootsCatches,height,weight,roster_percent,default_pos,espnId
8476453,N. Kucherov,TBL,R,25780,20,73.5,10.26,3.68,0,61,224.48000000000002,Nikita Kucherov,1993-06-17,L,71,182,99.87861060329067,RW,2563060
8475660,C. Talbot,LAK,G,49933,14,63.2,4.56,4.51,0,45,208.11,Cam Talbot,1987-07-05,L,76,200,80.82139613908662,G,5734
8480069,C. Makar,COL,D,28971,20,65.4,8.13,3.27,0,62,202.74,Cale Makar,1998-10-30,R,71,187,99.9049262813012,D,4233563
8477956,D. Pastrnak,BOS,R,23219,20,64.7,10.03,3.24,0,62,200.88000000000002,David Pastrnak,1996-05-25,R,72,196,99.91078610603292,RW,3114778
8479318,A. Matthews,TOR,C,24219,19,60.0,8.92,3.16,0,63,199.08,Auston Matthews,1997-09-17,L,75,215,99.90786106032907,C,4024123
8481559,J. Hughes,NJD,C,17363,14,44.0,9.12,3.14,0,63,197.82000000000002,Jack Hughes,2001-05-14,L,71,175,99.68848263254114,C,4565222
8476468,J. Miller,VAN,C,26486,22,71.9,9.77,3.27,0,60,196.2,J.T. Miller,1993-03-14,L,73,218,99.72502559602164,C,2590852
8477939,W. Nylander,TOR,R,23026,19,57.4,8.97,3.02,0,63,190.26,William Nylander,1996-05-01,R,72,202,99.83180987202925,RW,3114736
8477933,S. Reinhart,FLA,C,24920,20,60.0,8.67,3.0,0,62,186.0,Sam Reinhart,1995-11-06,R,74,193,98.64570383912249,RW,3114722
8478550,A. Panarin,NYR,L,22080,19,55.2,9.0,2.91,0,63,183.33,Artemi Panarin,1991-10-30,R,72,175,98.1382084095064,LW,3891952
8477492,N. MacKinnon,COL,C,26312,20,58.3,7.98,2.92,0,62,181.04,Nathan MacKinnon,1995-09-01,R,72,200,99.90054117302911,C,3041969
8478402,C. McDavid,EDM,C,23373,18,52.3,8.06,2.91,0,62,180.42000000000002,Connor McDavid,1997-01-13,L,73,194,99.87567646628638,C,3895074
8480800,Q. Hughes,VAN,D,32684,22,65.1,7.17,2.96,0,60,177.6,Quinn Hughes,1999-10-14,L,70,180,99.06681488415633,D,4320548
8480865,N. Dobson,NYI,D,30019,20,56.8,6.81,2.84,0,62,176.07999999999998,Noah Dobson,2000-01-07,R,76,200,95.18523393737294,D,4352732
8478499,A. Hill,VGK,G,43808,12,61.0,5.01,5.08,0,35,175.46,Adin Hill,1996-05-11,L,76,215,93.09087180689008,G,3939714
