playerId,name,team,position,toi,gamesPlayed,fantasyPoints,FPP60,FPPG,missedGames,gamesRemaining,fantasyPointsRemain,fullName,birthDate,shootsCatches,height,weight,roster_percent,default_pos,espnId
8479318,A. Matthews,TOR,C,35008,27,95.9,9.86,3.55,0,54,191.7,Auston Matthews,1997-09-17,L,75,215,99.91329808402979,C,4024123
8476453,N. Kucherov,TBL,R,40470,31,106.1,9.44,3.42,0,50,171.0,Nikita Kucherov,1993-06-17,L,71,182,99.88060719768038,RW,2563060
8481559,J. Hughes,NJD,C,29942,24,76.5,9.2,3.19,0,53,169.07,Jack Hughes,2001-05-14,L,71,175,99.77969185286258,C,4565222
8478402,C. McDavid,EDM,C,33567,26,80.0,8.58,3.08,0,54,166.32,Connor McDavid,1997-01-13,L,73,194,99.89196872778963,C,3895074
8477492,N. MacKinnon,COL,C,42087,31,99.4,8.5,3.21,0,51,163.71,Nathan MacKinnon,1995-09-01,R,72,200,99.91471215351812,C,3041969
8475660,C. Talbot,LAK,G,71457,20,80.2,4.04,4.01,0,40,162.64,Cam Talbot,1987-07-05,L,76,200,86.78880015942833,G,5734
8477956,D. Pastrnak,BOS,R,34133,29,86.9,9.17,3.0,0,53,159.0,David Pastrnak,1996-05-25,R,72,196,99.91756211268407,RW,3114778
8480069,C. Makar,COL,D,39139,27,83.9,7.72,3.11,0,51,158.60999999999999,Cale Makar,1998-10-30,R,71,187,99.91470730389787,D,4233563
8477939,W. Nylander,TOR,R,34563,28,80.4,8.37,2.87,0,54,154.98000000000002,William Nylander,1996-05-01,R,72,202,99.83086019671386,RW,3114736
8480865,N. Dobson,NYI,D,45996,30,89.3,6.99,2.98,0,52,154.96,Noah Dobson,2000-01-07,R,76,200,96.93256765976803,D,4352732
8476468,J. Miller,VAN,C,38257,32,98.5,9.27,3.08,0,50,154.0,J.T. Miller,1993-03-14,L,73,218,99.78820184790334,C,2590852
8480803,E. Bouchard,EDM,D,37541,28,78.7,7.55,2.81,0,54,151.74,Evan Bouchard,1999-10-20,R,75,192,96.97210928837461,D,4352722
8478550,A. Panarin,NYR,L,34448,29,81.9,8.56,2.82,0,53,149.45999999999998,Artemi Panarin,1991-10-30,R,72,175,98.51469668542839,LW,3891952
8477933,S. Reinhart,FLA,C,37946,31,87.9,8.34,2.84,0,51,144.84,Sam Reinhart,1995-11-06,R,74,193,98.96668372278128,RW,3114722
8475786,Z. Hyman,EDM,L,31514,27,72.4,8.27,2.68,0,54,144.72,Zach Hyman,1992-06-09,R,73,206,94.31272210376687,RW,5509
8477967,T. Demko,VAN,G,81696,23,91.2,4.02,3.97,0,35,142.73,Thatcher Demko,1995-12-08,L,76,192,95.72805306837108,G,3096217
8478483,M. Marner,TOR,R,35851,28,71.7,7.2,2.56,0,54,138.24,Mitchell Marner,1997-05-05,R,72,180,99.72994485189606,RW,3899937
8479325,C. McAvoy,BOS,D,30430,21,54.4,6.44,2.59,0,53,137.26999999999998,Charlie McAvoy,1997-12-21,R,73,209,97.46986581760291,D,3988803
8476885,J. Trouba,NYR,D,38943,29,74.1,6.85,2.56,0,53,135.68,Jacob Trouba,1994-02-26,R,75,209,97.92898567204912,D,2976839
8480801,B. Tkachuk,OTT,L,29879,26,62.6,7.54,2.41,0,56,134.96,Brady Tkachuk,1999-09-16,L,76,225,99.52527147649099,LW,4319858
8476887,F. Forsberg,NSH,L,35090,31,81.9,8.4,2.64,0,51,134.64000000000001,Filip Forsberg,1994-08-13,R,73,205,93.75124378109453,LW,2968772
8478420,M. Rantanen,COL,R,41973,31,81.8,7.02,2.64,0,51,134.64000000000001,Mikko Rantanen,1996-10-29,L,76,215,99.90334044065388,RW,3899938
8479323,A. Fox,NYR,D,25195,19,48.0,6.86,2.53,0,53,134.09,Adam Fox,1998-02-17,R,71,185,99.74840800545827,D,4197146
8480012,E. Pettersson,VAN,C,38145,32,85.4,8.06,2.67,0,50,133.5,Elias Pettersson,1998-11-12,L,74,176,99.86069651741293,C,4233566
8478403,J. Eichel,VGK,C,39355,32,85.1,7.78,2.66,0,50,133.0,Jack Eichel,1996-10-28,R,74,203,99.75408670931058,C,3648002
8481726,A. Edstrom,NYR,C,579,1,2.5,15.54,2.5,0,53,132.5,Adam Edstrom,2000-10-12,L,79,234,0.004264028654272557,C,0
8476853,M. Rielly,TOR,D,41660,28,68.3,5.9,2.44,0,54,131.76,Morgan Rielly,1994-03-09,L,73,225,90.49778257903117,D,2976833
8474600,R. Josi,NSH,D,45791,31,79.7,6.27,2.57,0,51,131.07,Roman Josi,1990-06-01,L,73,201,99.84931623688624,D,5436
8471675,S. Crosby,PIT,C,35676,30,75.7,7.64,2.52,0,52,131.04,Sidney Crosby,1987-08-07,L,71,200,99.78537722440161,C,3114
8480839,R. Dahlin,BUF,D,46585,31,80.7,6.24,2.6,0,50,130.0,Rasmus Dahlin,2000-04-13,L,75,202,99.88344325676599,D,4294163
8476945,C. Hellebuyck,WPG,G,82985,23,75.00000000000001,3.25,3.26,0,39,129.72,Connor Hellebuyck,1993-05-19,L,76,207,99.54447101696844,G,3020225
8478971,C. Ingram,ARI,G,64166,19,74.60000000000001,4.19,3.93,0,30,129.43,Connor Ingram,1997-03-31,L,74,196,59.87216717913677,G,4063522
8479407,J. Bratt,NJD,L,33320,29,70.9,7.66,2.44,0,53,129.32,Jesper Bratt,1998-07-30,L,70,175,96.27750298482006,RW,4268771
8477934,L. Draisaitl,EDM,C,35626,28,66.9,6.76,2.39,0,54,129.06,Leon Draisaitl,1995-10-27,L,74,209,99.9118729833838,C,3114727
8477346,M. Weegar,CGY,D,42645,32,82.7,6.98,2.58,0,50,129.0,MacKenzie Weegar,1994-01-07,R,72,206,87.91260341739402,D,3042269
8480280,J. Swayman,BOS,G,52478,15,70.4,4.83,4.69,0,26,127.37,Jeremy Swayman,1998-11-24,L,75,195,94.27087040068322,G,4712036
8478444,B. Boeser,VAN,R,36080,32,81.4,8.12,2.54,0,50,127.0,Brock Boeser,1997-02-25,R,73,208,94.75621890547264,RW,3899979
8479345,J. Chychrun,OTT,D,36108,26,58.8,5.86,2.26,0,56,126.55999999999999,Jakob Chychrun,1998-03-31,L,74,205,97.83801455537868,D,4024950
8481542,M. Seider,DET,D,40906,31,76.7,6.75,2.47,0,51,125.97000000000001,Moritz Seider,2001-04-06,R,75,205,99.52808733227201,D,4565227
8471685,A. Kopitar,LAK,C,31514,27,61.4,7.01,2.27,0,55,124.85,Anze Kopitar,1987-08-24,L,75,225,89.28073916133617,C,3183
