playerId,name,team,position,toi,gamesPlayed,fantasyPoints,FPP60,FPPG,missedGames,gamesRemaining,fantasyPointsRemain,fullName,birthDate,shootsCatches,height,weight,roster_percent,default_pos,espnId
8479318,A. Matthews,TOR,C,35008,27,95.9,9.86,3.55,0,54,191.7,Auston Matthews,1997-09-17,L,75,215,99.90762584202598,C,4024123
8481559,J. Hughes,NJD,C,28599,23,76.1,9.58,3.31,0,54,178.74,Jack Hughes,2001-05-14,L,71,175,99.77545973907853,C,4565222
8476453,N. Kucherov,TBL,R,40470,31,106.1,9.44,3.42,0,50,171.0,Nikita Kucherov,1993-06-17,L,71,182,99.87778188329591,RW,2563060
8478402,C. McDavid,EDM,C,33567,26,80.0,8.58,3.08,0,54,166.32,Connor McDavid,1997-01-13,L,73,194,99.88345650938032,C,3895074
8475660,C. Talbot,LAK,G,71457,20,80.2,4.04,4.01,0,40,162.64,Cam Talbot,1987-07-05,L,76,200,86.27442608485264,G,5734
8480069,C. Makar,COL,D,39139,27,83.9,7.72,3.11,0,52,161.72,Cale Makar,1998-10-30,R,71,187,99.91329808402979,D,4233563
8477492,N. MacKinnon,COL,C,40820,30,91.9,8.1,3.06,0,52,159.12,Nathan MacKinnon,1995-09-01,R,72,200,99.90335417851051,C,3041969
8477956,D. Pastrnak,BOS,R,34133,29,86.9,9.17,3.0,0,53,159.0,David Pastrnak,1996-05-25,R,72,196,99.91473154648551,RW,3114778
8476468,J. Miller,VAN,C,37062,31,95.0,9.23,3.06,0,51,156.06,J.T. Miller,1993-03-14,L,73,218,99.7640704945992,C,2590852
8477939,W. Nylander,TOR,R,34563,28,80.4,8.37,2.87,0,54,154.98000000000002,William Nylander,1996-05-01,R,72,202,99.82377852940341,RW,3114736
8480865,N. Dobson,NYI,D,45996,30,89.3,6.99,2.98,0,52,154.96,Noah Dobson,2000-01-07,R,76,200,96.76672067309059,D,4352732
8480803,E. Bouchard,EDM,D,37541,28,78.7,7.55,2.81,0,54,151.74,Evan Bouchard,1999-10-20,R,75,192,96.84319745295356,D,4352722
8478550,A. Panarin,NYR,L,34448,29,81.9,8.56,2.82,0,53,149.45999999999998,Artemi Panarin,1991-10-30,R,72,175,98.4751158229827,LW,3891952
8477933,S. Reinhart,FLA,C,36597,30,84.7,8.33,2.82,0,52,146.64,Sam Reinhart,1995-11-06,R,74,193,98.93272319017707,RW,3114722
8477967,T. Demko,VAN,G,78096,22,88.2,4.07,4.01,0,35,145.34,Thatcher Demko,1995-12-08,L,76,192,-2.0,S,0
8475786,Z. Hyman,EDM,L,31514,27,72.4,8.27,2.68,0,54,144.72,Zach Hyman,1992-06-09,R,73,206,94.08754974417283,RW,5509
8478483,M. Marner,TOR,R,35851,28,71.7,7.2,2.56,0,54,138.24,Mitchell Marner,1997-05-05,R,72,180,99.70298155359121,RW,3899937
8476945,C. Hellebuyck,WPG,G,79316,22,75.4,3.42,3.43,0,40,137.58,Connor Hellebuyck,1993-05-19,L,76,207,99.45488186734984,G,3020225
8479325,C. McAvoy,BOS,D,30430,21,54.4,6.44,2.59,0,53,137.26999999999998,Charlie McAvoy,1997-12-21,R,73,209,97.7672607373298,D,3988803
