playerId,name,team,position,toi,gamesPlayed,fantasyPoints,FPP60,FPPG,missedGames,gamesRemaining,fantasyPointsRemain,fullName,birthDate,shootsCatches,height,weight,roster_percent,default_pos,espnId
8479318,A. Matthews,TOR,C,32236,25,82.7,9.24,3.31,0,57,188.67000000000002,Auston Matthews,1997-09-17,L,75,215,99.89823123011209,C,4024123
8476453,N. Kucherov,TBL,R,36222,28,97.7,9.71,3.49,0,53,184.97,Nikita Kucherov,1993-06-17,L,71,182,99.8666972450764,RW,2563060
8475660,C. Talbot,LAK,G,64183,18,80.0,4.49,4.44,0,40,181.67,Cam Talbot,1987-07-05,L,76,200,85.19156510629746,G,5734
8478402,C. McDavid,EDM,C,29777,23,71.2,8.61,3.1,0,57,176.70000000000002,Connor McDavid,1997-01-13,L,73,194,99.88675296377528,C,3895074
8481559,J. Hughes,NJD,C,26384,21,65.8,8.98,3.13,0,56,175.28,Jack Hughes,2001-05-14,L,71,175,99.77209528996933,C,4565222
8477956,D. Pastrnak,BOS,R,30561,26,80.8,9.52,3.11,0,56,174.16,David Pastrnak,1996-05-25,R,72,196,99.9068314078491,RW,3114778
8476468,J. Miller,VAN,C,33826,28,89.6,9.54,3.2,0,54,172.8,J.T. Miller,1993-03-14,L,73,218,99.74340228500982,C,2590852
8480069,C. Makar,COL,D,38098,26,82.2,7.77,3.16,0,54,170.64000000000001,Cale Makar,1998-10-30,R,71,187,99.90538312665758,D,4233563
8477933,S. Reinhart,FLA,C,33145,27,81.9,8.9,3.03,0,55,166.64999999999998,Sam Reinhart,1995-11-06,R,74,193,98.85474299802196,RW,3114722
8477492,N. MacKinnon,COL,C,38029,28,85.5,8.09,3.05,0,54,164.7,Nathan MacKinnon,1995-09-01,R,72,200,99.90252153843949,C,3041969
8480865,N. Dobson,NYI,D,40885,27,79.7,7.02,2.95,0,55,162.25,Noah Dobson,2000-01-07,R,76,200,96.32034632034632,D,4352732
8477939,W. Nylander,TOR,R,30935,25,70.3,8.18,2.81,0,57,160.17000000000002,William Nylander,1996-05-01,R,72,202,99.81652954161052,RW,3114736
8478550,A. Panarin,NYR,L,30668,26,73.9,8.67,2.84,0,56,159.04,Artemi Panarin,1991-10-30,R,72,175,98.39176676317977,LW,3891952
8480803,E. Bouchard,EDM,D,33172,25,69.2,7.51,2.77,0,57,157.89000000000001,Evan Bouchard,1999-10-20,R,75,192,96.39452369005807,D,4352722
8475786,Z. Hyman,EDM,L,27902,24,63.7,8.22,2.65,0,57,151.04999999999998,Zach Hyman,1992-06-09,R,73,206,93.51338178586276,RW,5509
8480012,E. Pettersson,VAN,C,33391,28,77.8,8.39,2.78,0,54,150.11999999999998,Elias Pettersson,1998-11-12,L,74,176,99.84374776014565,C,4233566
8480801,B. Tkachuk,OTT,L,25540,22,54.5,7.68,2.48,0,60,148.8,Brady Tkachuk,1999-09-16,L,76,225,99.57859129088668,LW,4319858
8476885,J. Trouba,NYR,D,35216,26,67.7,6.92,2.6,0,56,145.6,Jacob Trouba,1994-02-26,R,75,209,97.98600957541355,D,2976839
8479325,C. McAvoy,BOS,D,30430,21,54.4,6.44,2.59,0,56,145.04,Charlie McAvoy,1997-12-21,R,73,209,98.94785126573206,D,3988803
8477934,L. Draisaitl,EDM,C,32153,25,63.5,7.11,2.54,0,57,144.78,Leon Draisaitl,1995-10-27,L,74,209,99.90109228519825,C,3114727
8478366,F. Vatrano,ANA,R,29667,27,71.10000000000001,8.63,2.63,0,55,144.65,Frank Vatrano,1994-03-14,L,71,197,91.52367436459812,RW,3527554
8479323,A. Fox,NYR,D,20753,16,41.3,7.16,2.58,0,56,144.48000000000002,Adam Fox,1998-02-17,R,71,185,99.70327685559474,D,4197146
8478403,J. Eichel,VGK,C,35627,29,77.1,7.79,2.66,0,53,140.98000000000002,Jack Eichel,1996-10-28,R,74,203,99.73050072392093,C,3648002
8479407,J. Bratt,NJD,L,30195,26,65.1,7.76,2.5,0,56,140.0,Jesper Bratt,1998-07-30,L,70,175,96.06828541123184,RW,4268771
8481542,M. Seider,DET,D,36491,27,68.5,6.76,2.54,0,55,139.7,Moritz Seider,2001-04-06,R,75,205,99.52409621283793,D,4565227
8480800,Q. Hughes,VAN,D,41638,28,71.9,6.22,2.57,0,54,138.78,Quinn Hughes,1999-10-14,L,70,180,99.09397175829689,D,4320548
8476887,F. Forsberg,NSH,L,32025,28,71.6,8.05,2.56,0,54,138.24,Filip Forsberg,1994-08-13,R,73,205,92.53573015668229,LW,2968772
8478493,J. Eriksson Ek,MIN,C,31297,26,64.0,7.36,2.46,0,56,137.76,Joel Eriksson Ek,1997-01-29,L,75,207,97.2476669677031,C,3904091
8478420,M. Rantanen,COL,R,37822,28,71.3,6.79,2.55,0,54,137.7,Mikko Rantanen,1996-10-29,L,76,215,99.88388595019997,RW,3899938
8475169,E. Kane,EDM,L,27244,25,59.9,7.92,2.4,0,57,136.79999999999998,Evander Kane,1991-08-02,L,74,218,81.77869522212188,LW,5251
8474600,R. Josi,NSH,D,41567,28,70.5,6.11,2.52,0,54,136.08,Roman Josi,1990-06-01,L,73,201,99.82940291018565,D,5436
8480280,J. Swayman,BOS,G,44988,13,63.400000000000006,5.07,4.88,0,26,135.87,Jeremy Swayman,1998-11-24,L,75,195,94.01590400183728,G,4712036
8477493,A. Barkov,FLA,C,28715,24,59.300000000000004,7.43,2.47,0,55,135.85000000000002,Aleksander Barkov,1995-09-02,L,75,215,98.01765903161998,C,3041970
8476945,C. Hellebuyck,WPG,G,72116,20,63.00000000000001,3.14,3.15,0,43,135.27,Connor Hellebuyck,1993-05-19,L,76,207,99.36836060867068,G,3020225
8480839,R. Dahlin,BUF,D,42278,28,71.5,6.09,2.55,0,53,135.14999999999998,Rasmus Dahlin,2000-04-13,L,75,202,99.86668960178893,D,4294163
8476853,M. Rielly,TOR,D,37636,25,59.3,5.67,2.37,0,57,135.09,Morgan Rielly,1994-03-09,L,73,225,89.15025371979014,D,2976833
8473419,B. Marchand,BOS,L,30341,26,62.6,7.43,2.41,0,56,134.96,Brad Marchand,1988-05-11,L,69,176,94.104578161282,LW,3852
8477346,M. Weegar,CGY,D,37156,28,69.3,6.71,2.48,0,54,133.92,MacKenzie Weegar,1994-01-07,R,72,206,83.98537739230163,D,3042269
8482105,J. Sanderson,OTT,D,31156,22,49.1,5.67,2.23,0,60,133.8,Jake Sanderson,2002-07-08,L,74,203,68.02127232590809,D,4697386
8479345,J. Chychrun,OTT,D,30684,22,48.8,5.73,2.22,0,60,133.20000000000002,Jakob Chychrun,1998-03-31,L,74,205,97.12020870961268,D,4024950
8478444,B. Boeser,VAN,R,31720,28,68.8,7.81,2.46,0,54,132.84,Brock Boeser,1997-02-25,R,73,208,93.76424547370232,RW,3899979
8478398,K. Connor,WPG,L,31483,26,65.0,7.43,2.5,3,53,132.5,Kyle Connor,1996-12-09,L,73,183,99.27034504508379,LW,3899952
8478013,J. Walman,DET,D,30124,25,60.0,7.17,2.4,0,55,132.0,Jake Walman,1996-02-20,L,73,218,86.41667383389238,D,3151136
8478483,M. Marner,TOR,R,32037,25,57.8,6.49,2.31,0,57,131.67000000000002,Mitchell Marner,1997-05-05,R,72,180,99.64739271278273,RW,3899937
8471675,S. Crosby,PIT,C,30749,26,61.1,7.15,2.35,0,56,131.6,Sidney Crosby,1987-08-07,L,71,200,99.74772811971448,C,3114
8475683,S. Bobrovsky,FLA,G,71461,20,63.400000000000006,3.19,3.17,0,40,129.99,Sergei Bobrovsky,1988-09-20,L,74,188,76.97044511748747,G,5571
8478397,R. Andersson,CGY,D,34826,24,57.3,5.92,2.39,0,54,129.06,Rasmus Andersson,1996-10-27,R,73,202,94.21833560318257,D,3904186
8482116,T. Stützle,OTT,C,29061,22,47.199999999999996,5.85,2.15,0,60,129.0,Tim Stützle,2002-01-15,L,72,197,98.55660350313906,C,4697384
8478499,A. Hill,VGK,G,50083,14,71.60000000000001,5.15,5.11,0,25,128.93,Adin Hill,1996-05-11,L,76,215,90.84697100200975,G,3939714
8477967,T. Demko,VAN,G,70896,20,66.4,3.37,3.32,0,38,128.67,Thatcher Demko,1995-12-08,L,76,192,72.68870223317948,RW,3735
8477504,J. Morrissey,WPG,D,38505,26,59.2,5.53,2.28,0,56,127.67999999999999,Josh Morrissey,1995-03-28,L,72,195,98.89470288868182,D,3042016
8471685,A. Kopitar,LAK,C,28963,25,55.5,6.9,2.22,0,57,126.54,Anze Kopitar,1987-08-24,L,75,225,89.05517567625682,C,3183
8477960,A. Kempe,LAK,R,27793,25,55.2,7.15,2.21,0,57,125.97,Adrian Kempe,1996-09-13,L,74,200,96.0435212660732,RW,3114802
8470794,J. Pavelski,DAL,C,26298,27,61.9,8.47,2.29,0,55,125.95,Joe Pavelski,1984-07-11,R,73,196,90.46287934173368,RW,3451
8476875,M. Matheson,MTL,D,42040,28,65.2,5.58,2.33,0,54,125.82000000000001,Mike Matheson,1994-02-27,L,74,196,90.34574696826353,D,2976851
8474565,A. Pietrangelo,VGK,D,34669,24,56.8,5.9,2.37,0,53,125.61,Alex Pietrangelo,1990-01-18,R,75,215,97.8352806250448,D,4013
8474166,A. Martinez,VGK,D,16255,14,33.2,7.35,2.37,0,53,125.61,Alec Martinez,1987-07-26,L,73,210,28.97570066661888,D,3927
8478971,C. Ingram,ARI,G,57050,17,61.6,3.89,3.62,0,32,125.5,Connor Ingram,1997-03-31,L,74,196,55.56703990812518,G,4063522
8478445,M. Barzal,NYI,C,29800,26,59.1,7.14,2.27,0,55,124.85,Mathew Barzal,1997-05-26,R,73,190,84.69025026517215,C,3899946
8483570,B. Meyers,COL,C,452,1,2.3,18.32,2.3,0,54,124.19999999999999,Ben Meyers,1998-11-15,L,71,194,72.68870223317948,RW,3735
8475166,J. Tavares,TOR,C,28245,25,54.3,6.92,2.17,0,57,123.69,John Tavares,1990-09-20,L,73,211,98.86047644984663,C,5160
8473512,C. Giroux,OTT,R,26256,22,45.1,6.18,2.05,0,60,122.99999999999999,Claude Giroux,1988-01-12,R,71,188,66.75601295760111,RW,3775
8477946,D. Larkin,DET,C,27930,24,56.7,7.31,2.36,3,52,122.72,Dylan Larkin,1996-07-30,L,73,199,98.32869879310839,C,3114755
8476460,M. Scheifele,WPG,C,32793,26,57.0,6.26,2.19,0,56,122.64,Mark Scheifele,1993-03-15,R,75,207,90.01419171719778,C,2562632
8476389,V. Trocheck,NYR,C,31881,26,56.3,6.36,2.17,0,56,121.52,Vincent Trocheck,1993-07-11,R,71,187,84.08967118653786,C,2563036
8477404,J. Guentzel,PIT,L,31799,26,56.5,6.4,2.17,0,56,121.52,Jake Guentzel,1994-10-06,L,71,180,96.59289625318922,LW,3042083
8474590,J. Carlson,WSH,D,38390,25,53.0,4.97,2.12,0,57,120.84,John Carlson,1990-01-10,R,75,215,97.73228978526993,D,5118
8477498,D. Nurse,EDM,D,34072,25,53.1,5.61,2.12,0,57,120.84,Darnell Nurse,1995-02-04,L,76,215,92.5137982940291,D,3041997
8475692,M. Zuccarello,MIN,R,28437,26,55.8,7.06,2.15,0,56,120.39999999999999,Mats Zuccarello,1987-09-01,L,68,181,85.19760891067818,RW,5560
8475188,B. McNabb,VGK,D,35191,29,65.7,6.72,2.27,0,53,120.31,Brayden McNabb,1991-01-21,L,76,215,81.02788330585621,D,5202
8478010,B. Point,TBL,C,35245,29,65.6,6.7,2.26,0,53,119.77999999999999,Brayden Point,1996-03-13,R,70,178,99.5685577501935,C,3151187
8474563,D. Doughty,LAK,D,38470,25,52.5,4.91,2.1,0,57,119.7,Drew Doughty,1989-12-08,R,73,210,66.62174754497886,D,3995
8478864,K. Kaprizov,MIN,L,32563,26,55.1,6.09,2.12,0,56,118.72,Kirill Kaprizov,1997-04-26,L,70,202,99.32481830301467,LW,3942335
8482087,K. Guhle,MTL,D,30792,24,52.4,6.13,2.18,0,54,117.72000000000001,Kaiden Guhle,2002-01-18,L,75,201,44.58874458874459,D,4697399
8477948,T. Sanheim,PHI,D,41551,27,57.9,5.02,2.14,0,55,117.7,Travis Sanheim,1996-03-29,L,76,222,68.14598205326682,D,3114757
8474564,S. Stamkos,TBL,C,28871,26,57.8,7.21,2.22,0,53,117.66000000000001,Steven Stamkos,1990-02-07,R,73,193,99.34495312903134,C,5037
8479337,A. DeBrincat,DET,R,29102,27,57.6,7.13,2.13,0,55,117.14999999999999,Alex DeBrincat,1997-12-18,R,68,180,99.01241292320042,LW,4063433
8480434,S. Durzi,ARI,D,33614,25,53.3,5.71,2.13,0,55,117.14999999999999,Sean Durzi,1998-10-21,R,72,195,77.56433230592789,D,4378683
8475184,C. Kreider,NYR,L,29042,26,54.4,6.74,2.09,0,56,117.03999999999999,Chris Kreider,1991-04-30,L,75,233,88.96167187455207,LW,5833
8479675,T. Moore,LAK,L,25428,25,51.2,7.25,2.05,0,57,116.85,Trevor Moore,1995-03-31,L,71,195,63.8813629782537,LW,3096186
8476881,T. Hertl,SJS,C,34384,27,58.2,6.09,2.16,0,54,116.64000000000001,Tomas Hertl,1993-11-12,L,75,215,79.36323628492381,C,2976844
8477500,B. Horvat,NYI,C,30435,26,55.199999999999996,6.53,2.12,0,55,116.60000000000001,Bo Horvat,1995-04-05,L,73,213,93.8422727403033,C,3042002
8477465,T. Jarry,PIT,G,68195,20,54.00000000000001,2.85,2.7,0,40,116.4,Tristan Jarry,1995-04-29,L,74,194,84.84095998162715,G,3042020
8477447,S. Theodore,VGK,D,28061,20,45.6,5.85,2.28,2,51,116.27999999999999,Shea Theodore,1995-08-03,L,74,197,86.0941867966454,D,3042055
8480208,D. Batherson,OTT,R,23392,22,42.5,6.54,1.93,0,60,115.8,Drake Batherson,1998-04-27,R,75,203,62.45305736318551,RW,4271734
8479343,C. Keller,ARI,R,31681,27,56.8,6.45,2.1,0,55,115.5,Clayton Keller,1998-07-29,L,70,178,97.8984790492983,LW,4024857
8478439,T. Konecny,PHI,R,30425,27,56.6,6.7,2.1,0,55,115.5,Travis Konecny,1997-03-11,R,70,192,96.06398532236334,RW,3900169
8481567,H. Thrun,SJS,D,3201,3,6.4,7.2,2.13,0,54,115.02,Henry Thrun,2001-03-12,L,74,190,1.4049172102358254,D,4997138
8480036,M. Heiskanen,DAL,D,40878,27,56.199999999999996,4.95,2.08,0,55,114.4,Miro Heiskanen,1999-07-18,L,74,197,96.18665328650276,D,4233536
8476459,M. Zibanejad,NYR,C,30373,26,53.1,6.29,2.04,0,56,114.24000000000001,Mika Zibanejad,1993-04-18,R,74,201,97.66075165553421,C,2562637
8478136,J. Middleton,MIN,D,29611,26,53.1,6.46,2.04,0,56,114.24000000000001,Jake Middleton,1996-01-02,L,75,219,25.103576804530142,D,3149839
8475810,B. Rust,PIT,R,24935,22,47.1,6.8,2.14,3,53,113.42,Bryan Rust,1992-05-11,R,71,192,64.26052805091305,RW,2591155
8482245,A. Zub,OTT,D,18305,15,28.3,5.57,1.89,0,60,113.39999999999999,Artem Zub,1995-10-03,R,75,204,5.627705627705628,D,4712021
8475754,B. Nelson,NYI,C,28477,27,55.7,7.04,2.06,0,55,113.3,Brock Nelson,1991-10-15,L,76,210,72.45076398245564,C,5798
8476880,T. Wilson,WSH,R,27333,25,49.5,6.52,1.98,0,57,112.86,Tom Wilson,1994-03-29,R,76,220,38.04431958260471,RW,2970615
8477942,K. Fiala,LAK,L,25653,25,49.5,6.95,1.98,0,57,112.86,Kevin Fiala,1996-07-22,L,72,205,91.60251723791913,LW,3114743
8478449,R. Hintz,DAL,C,25402,25,51.2,7.26,2.05,0,55,112.74999999999999,Roope Hintz,1996-11-17,L,75,212,95.48588712567553,C,3904183
8477409,C. Verhaeghe,FLA,C,28896,27,55.2,6.88,2.04,0,55,112.2,Carter Verhaeghe,1995-08-14,L,74,180,95.1093655935556,LW,3042088
8475233,D. Savard,MTL,D,7321,6,12.4,6.1,2.07,0,54,111.77999999999999,David Savard,1990-10-22,R,73,238,23.37805682176543,D,5427
8477501,V. Nichushkin,COL,R,32343,26,53.5,5.95,2.06,0,54,111.24000000000001,Valeri Nichushkin,1995-03-04,L,76,210,76.718416261701,RW,3042003
8482745,M. McTavish,ANA,C,23811,24,48.5,7.33,2.02,0,55,111.1,Mason McTavish,2003-01-30,L,72,213,63.81972218638455,C,4874718
8475745,C. Coyle,BOS,C,27534,26,51.6,6.75,1.98,0,56,110.88,Charlie Coyle,1992-03-02,R,75,218,51.12805664650403,C,2555315
8477952,R. Fabbri,DET,C,12381,15,30.1,8.75,2.01,0,55,110.54999999999998,Robby Fabbri,1996-01-22,L,73,185,20.145916348937877,LW,3114774
8477949,A. Tuch,BUF,R,25831,22,46.1,6.42,2.1,1,52,109.2,Alex Tuch,1996-05-10,R,76,219,84.32617607430554,RW,3114766
8475167,V. Hedman,TBL,D,41142,29,59.7,5.22,2.06,0,53,109.18,Victor Hedman,1990-12-18,L,79,246,99.20730483644391,D,5157
8475158,R. O'Reilly,NSH,C,33690,28,56.6,6.05,2.02,0,54,109.08,Ryan O'Reilly,1991-02-07,L,73,207,77.31253852439042,C,5208
8480023,R. Thomas,STL,C,33345,27,53.5,5.78,1.98,0,55,108.9,Robert Thomas,1999-07-02,R,72,218,76.54926246075775,C,4233637
8479410,M. Sergachev,TBL,D,40731,29,59.5,5.26,2.05,0,53,108.64999999999999,Mikhail Sergachev,1998-06-25,L,75,211,98.23542903013102,D,4024868
8475726,T. Toffoli,NJD,R,28034,26,50.1,6.43,1.93,0,56,108.08,Tyler Toffoli,1992-04-24,R,72,203,89.83616896240343,RW,5550
8476892,C. Parayko,STL,D,37659,27,52.9,5.06,1.96,0,55,107.8,Colton Parayko,1993-05-12,R,78,228,63.62554655580245,D,3069341
8471215,E. Malkin,PIT,C,29534,26,49.800000000000004,6.07,1.92,0,56,107.52,Evgeni Malkin,1986-07-31,L,75,195,91.74526273542986,C,3124
8476448,W. Karlsson,VGK,C,30584,29,58.5,6.89,2.02,0,53,107.06,William Karlsson,1993-01-08,L,72,190,80.98023194139824,C,2563057
8475462,R. Gudas,ANA,D,28882,26,50.5,6.29,1.94,0,55,106.7,Radko Gudas,1990-06-05,R,72,208,51.7588876146789,D,5502
8478474,L. Crouse,ARI,L,26337,26,50.2,6.86,1.93,0,55,106.14999999999999,Lawson Crouse,1997-06-23,L,76,215,66.34412763944437,RW,3899951
8480027,J. Robertson,DAL,L,29117,27,52.1,6.44,1.93,0,55,106.14999999999999,Jason Robertson,1999-07-22,L,75,202,99.62585472842214,LW,4233875
8477495,S. Jones,CHI,D,41175,27,52.0,4.55,1.93,0,55,106.14999999999999,Seth Jones,1994-10-03,R,76,213,81.33753852770411,D,3041992
8479425,F. Hronek,VAN,D,41197,28,54.9,4.8,1.96,0,54,105.84,Filip Hronek,1997-11-02,R,72,190,83.46712921815418,D,4063607
8474578,E. Karlsson,PIT,D,38176,26,49.2,4.64,1.89,0,56,105.83999999999999,Erik Karlsson,1990-05-31,R,72,190,98.57804280205839,D,5164
8479292,C. Lindgren,WSH,G,35329,10,46.800000000000004,4.77,4.68,0,22,105.78,Charlie Lindgren,1993-12-18,R,74,179,14.052564341797408,G,3095975
8480879,J. Bernard-Docker,OTT,D,17255,17,30.0,6.26,1.76,0,60,105.6,Jacob Bernard-Docker,2000-06-30,R,72,190,0.9131045554886615,D,4352798
8480064,J. Norris,OTT,C,21026,19,33.4,5.72,1.76,0,60,105.6,Josh Norris,1999-05-05,L,74,195,73.47848522202793,C,4233627
8475765,V. Tarasenko,OTT,R,21417,22,38.5,6.47,1.75,0,60,105.0,Vladimir Tarasenko,1991-12-13,L,73,219,79.47280910472149,RW,5837
8477506,R. Pulock,NYI,D,34182,25,48.6,5.12,1.94,1,54,104.75999999999999,Ryan Pulock,1994-10-06,R,74,216,7.667498064849059,D,3042019
8475753,J. Faulk,STL,D,36245,27,50.9,5.06,1.89,0,55,103.94999999999999,Justin Faulk,1992-03-20,R,72,214,85.82753924449861,D,5746
8479983,M. Ferraro,SJS,D,37592,28,53.8,5.15,1.92,0,54,103.67999999999999,Mario Ferraro,1998-09-17,L,72,209,20.602107375815354,D,4233884
8476906,S. Gostisbehere,DET,D,30198,26,48.9,5.83,1.88,0,55,103.39999999999999,Shayne Gostisbehere,1993-04-20,L,71,183,77.95218027006106,D,3025662
8480009,E. Tolvanen,SEA,R,28115,29,56.5,7.23,1.95,0,53,103.35,Eeli Tolvanen,1999-04-22,L,70,191,80.06278759729928,LW,4233720
8482101,D. Gushchin,SJS,L,1794,2,3.8000000000000003,7.63,1.9,0,54,102.6,Danil Gushchin,2002-02-06,L,68,165,0.1089465158617526,RW,4697708
8476429,S. Mayfield,NYI,D,23058,20,37.3,5.82,1.86,0,55,102.30000000000001,Scott Mayfield,1992-10-14,R,77,220,8.612138413462917,D,2563069
8478427,S. Aho,CAR,C,28664,24,44.6,5.6,1.86,0,55,102.30000000000001,Sebastian Aho,1997-07-26,L,72,176,94.9402287647278,C,3904173
8478009,I. Sorokin,NYI,G,65897,18,50.60000000000001,2.76,2.81,0,36,101.91,Ilya Sorokin,1995-08-04,L,75,195,95.56604992320611,G,3151981
8479394,C. Hart,PHI,G,58010,17,50.2,3.12,2.95,0,32,101.86,Carter Hart,1998-08-13,L,74,196,74.15706144946674,G,4064582
8481581,T. Harley,DAL,D,26376,24,44.1,6.02,1.84,0,55,101.2,Thomas Harley,2001-08-19,L,76,206,6.519962726686258,D,4565239
8481703,V. Puustinen,PIT,R,858,1,1.8,7.55,1.8,0,56,100.8,Valtteri Puustinen,1999-06-04,R,69,183,72.68870223317948,RW,3735
8475913,M. Stone,VGK,R,33295,29,55.0,5.95,1.9,0,53,100.69999999999999,Mark Stone,1992-05-13,R,75,212,81.1809228916699,RW,5545
8479420,T. Thompson,BUF,C,22622,20,38.0,6.05,1.9,0,53,100.69999999999999,Tage Thompson,1997-10-30,R,78,220,96.84946822234326,C,4024988
8484144,C. Bedard,CHI,C,31319,27,49.3,5.67,1.83,0,55,100.65,Connor Bedard,2005-07-17,R,70,185,99.03524993190842,C,5149125
8478859,N. Mikkola,FLA,D,32782,27,49.3,5.41,1.83,0,55,100.65,Niko Mikkola,1996-04-27,L,77,206,12.28319142226427,D,3942354
8475171,O. Ekman-Larsson,FLA,D,33805,27,49.4,5.26,1.83,0,55,100.65,Oliver Ekman-Larsson,1991-07-17,L,74,191,42.14268308415636,D,5488
8476454,R. Nugent-Hopkins,EDM,C,29711,25,44.1,5.34,1.76,0,57,100.32000000000001,Ryan Nugent-Hopkins,1993-04-12,L,73,192,92.99301882194412,C,2562624
8479542,B. Hagel,TBL,L,32527,29,54.7,6.05,1.89,0,53,100.17,Brandon Hagel,1998-08-27,L,74,183,91.250752515552,LW,4065019
8471734,J. Quick,NYR,G,34372,10,46.6,4.88,4.66,0,20,99.98,Jonathan Quick,1986-01-21,L,73,215,38.7810759602687,G,3634
8476463,J. Brodin,MIN,D,35983,25,46.3,4.63,1.85,2,54,99.9,Jonas Brodin,1993-07-12,L,74,196,19.87527775786682,D,2562600
8480002,N. Hischier,NJD,C,16078,15,26.7,5.98,1.78,0,56,99.68,Nico Hischier,1999-01-04,L,73,175,88.54599661726343,C,4233555
8476372,N. Seeler,PHI,D,28235,27,48.9,6.23,1.81,0,55,99.55,Nick Seeler,1993-06-03,L,75,197,8.306814598205326,D,2564164
8470966,M. Giordano,TOR,D,21441,20,35.9,6.03,1.8,2,55,99.0,Mark Giordano,1983-10-03,L,72,202,7.839511481895587,D,3006
8475168,M. Duchene,DAL,C,26282,26,46.8,6.41,1.8,0,55,99.0,Matt Duchene,1991-01-16,L,73,210,38.201522384208495,C,5161
8476539,J. Marchessault,VGK,R,30518,29,53.9,6.36,1.86,0,53,98.58,Jonathan Marchessault,1990-12-27,R,69,185,78.00570535701486,RW,2967072
8481557,M. Boldy,MIN,L,19282,19,33.5,6.25,1.76,0,56,98.56,Matt Boldy,2001-04-05,L,74,201,74.21694691724366,LW,4565233
8477951,N. Schmaltz,ARI,C,32680,27,48.4,5.33,1.79,0,55,98.45,Nick Schmaltz,1996-02-23,R,72,181,41.54732722659442,RW,3114770
8478460,Z. Werenski,CBJ,D,40707,28,53.0,4.69,1.89,0,52,98.28,Zach Werenski,1997-07-19,L,74,219,90.1550987643703,D,3899972
8476958,J. Slavin,CAR,D,33933,27,48.1,5.1,1.78,0,55,97.9,Jaccob Slavin,1994-05-01,L,75,207,65.46973997305123,D,3069836
8471724,K. Letang,PIT,D,38737,26,45.2,4.2,1.74,0,56,97.44,Kris Letang,1987-04-24,R,72,201,90.16369943522261,D,3539
8480015,O. Tippett,PHI,R,24752,27,47.7,6.94,1.77,0,55,97.35,Owen Tippett,1999-02-16,R,73,210,76.89562250953188,RW,4392072
8476473,C. Murphy,CHI,D,30865,27,47.8,5.58,1.77,0,55,97.35,Connor Murphy,1993-03-26,R,76,212,3.86782309511863,D,2562618
8482093,S. Jarvis,CAR,C,30867,27,47.6,5.55,1.76,0,55,96.8,Seth Jarvis,2002-02-01,R,70,175,52.93409397127541,RW,4697396
