playerId,name,team,position,toi,gamesPlayed,fantasyPoints,FPP60,FPPG,missedGames,gamesRemaining,fantasyPointsRemain,fullName,birthDate,shootsCatches,height,weight,roster_percent,default_pos,espnId
8481559,J. Hughes,NJD,C,13377,11,40.0,10.76,3.64,0,66,240.24,Jack Hughes,2001-05-14,L,71,175,99.52869664802009,C,4565222
8475660,C. Talbot,LAK,G,46333,13,57.400000000000006,4.46,4.42,0,66,234.68,Cam Talbot,1987-07-05,L,76,200,76.09181542805047,G,5734
8477956,D. Pastrnak,BOS,R,18279,16,55.0,10.83,3.44,0,66,227.04,David Pastrnak,1996-05-25,R,72,196,99.9060329765523,RW,3114778
8476453,N. Kucherov,TBL,R,21962,17,59.4,9.74,3.49,0,64,223.36,Nikita Kucherov,1993-06-17,L,71,182,99.8707953427594,RW,2563060
8479318,A. Matthews,TOR,C,21586,17,57.6,9.61,3.39,0,65,220.35,Auston Matthews,1997-09-17,L,75,215,99.9104376807764,C,4024123
8480069,C. Makar,COL,D,22912,16,53.1,8.34,3.32,0,66,219.11999999999998,Cale Makar,1998-10-30,R,71,187,99.90308370044053,D,4233563
8478550,A. Panarin,NYR,L,17703,15,49.0,9.96,3.27,0,67,219.09,Artemi Panarin,1991-10-30,R,72,175,97.67284793492783,LW,3891952
8477933,S. Reinhart,FLA,C,21409,17,56.2,9.45,3.31,0,65,215.15,Sam Reinhart,1995-11-06,R,74,193,98.37172767182018,RW,3114722
8476468,J. Miller,VAN,C,21688,18,59.5,9.88,3.31,0,64,211.84,J.T. Miller,1993-03-14,L,73,218,99.6710864425943,C,2590852
8477939,W. Nylander,TOR,R,20124,17,55.2,9.87,3.25,0,65,211.25,William Nylander,1996-05-01,R,72,202,99.81059771836321,RW,3114736
8480012,E. Pettersson,VAN,C,21356,18,56.8,9.57,3.16,0,64,202.24,Elias Pettersson,1998-11-12,L,74,176,99.86197377501725,C,4233566
8479407,J. Bratt,NJD,L,19000,16,48.3,9.15,3.02,0,66,199.32,Jesper Bratt,1998-07-30,L,70,175,96.17231202924724,RW,4268771
8480280,J. Swayman,BOS,G,29134,8,48.800000000000004,6.03,6.1,0,66,199.3,Jeremy Swayman,1998-11-24,L,75,195,94.26113806793118,G,4712036
8478420,M. Rantanen,COL,R,20533,16,48.2,8.45,3.01,0,66,198.66,Mikko Rantanen,1996-10-29,L,76,215,99.8869359646418,RW,3899938
8478366,F. Vatrano,ANA,R,18888,17,51.0,9.72,3.0,0,65,195.0,Frank Vatrano,1994-03-14,L,71,197,89.38079086090187,RW,3527554
8480800,Q. Hughes,VAN,D,26462,18,54.5,7.41,3.03,0,64,193.92,Quinn Hughes,1999-10-14,L,70,180,98.76211453744493,D,4320548
8480865,N. Dobson,NYI,D,25099,17,50.699999999999996,7.27,2.98,0,65,193.7,Noah Dobson,2000-01-07,R,76,200,94.36319854344698,D,4352732
8471675,S. Crosby,PIT,C,18065,16,46.2,9.21,2.89,0,66,190.74,Sidney Crosby,1987-08-07,L,71,200,99.79151066672539,C,3114
8479325,C. McAvoy,BOS,D,17394,12,34.5,7.14,2.88,0,66,190.07999999999998,Charlie McAvoy,1997-12-21,R,73,209,98.89437054004053,D,3988803
8478398,K. Connor,WPG,L,21117,17,49.1,8.37,2.89,0,65,187.85,Kyle Connor,1996-12-09,L,73,183,99.13660191181005,LW,3899952
8479439,J. MacDonald,SJS,D,1506,2,5.6,13.39,2.8,0,65,182.0,Jacob MacDonald,1993-02-26,L,72,204,0.29074889867841414,D,4268768
8477967,T. Demko,VAN,G,42179,12,51.0,4.35,4.25,0,64,181.88,Thatcher Demko,1995-12-08,L,76,192,94.11211105229104,G,3096217
8477492,N. MacKinnon,COL,C,20865,16,43.8,7.56,2.74,0,66,180.84,Nathan MacKinnon,1995-09-01,R,72,200,99.89280942102404,C,3041969
8478499,A. Hill,VGK,G,36497,10,50.800000000000004,5.01,5.08,0,64,178.63,Adin Hill,1996-05-11,L,76,215,92.4812140640854,G,3939714
8476885,J. Trouba,NYR,D,20051,15,39.6,7.11,2.64,0,67,176.88,Jacob Trouba,1994-02-26,R,75,209,97.33650486007106,D,2976839
8480801,B. Tkachuk,OTT,L,17642,15,39.300000000000004,8.02,2.62,0,67,175.54000000000002,Brady Tkachuk,1999-09-16,L,76,225,99.69020246957083,LW,4319858
